customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
927.0,Jarret,,Male,25.0,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,Yes,18.0
929.0,Kippy,Conerding,Male,49.49738219895288,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0
930.0,Evelina,Dinan,Female,86.0,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Yes,8.0
931.0,Katrina,Sappson,Female,59.0,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0
933.0,Melany,L'oiseau,Female,75.0,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0
934.0,Marcellus,Louisot,Male,76.0,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0
936.0,Raffaello,Godleman,Male,64.0,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0
937.0,Nikolos,McKyrrelly,Male,65.0,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0
938.0,Corabelle,,Female,18.0,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,7.0
939.0,Cristian,Theodoris,Male,53.0,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0
940.0,Marnia,Claesens,Female,3.0,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,No,9.0
941.0,Tye,Doohan,Male,13.0,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1.0
942.0,Shirley,Brook,Female,31.0,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,14.0
943.0,Holly,Gamett,Male,94.0,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,15.0
946.0,Bettina,Farrer,Female,16.0,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,No,12.0
947.0,Hyacinth,Naldrett,Female,43.0,1986-03-10,Pharmacist,Health,Mass Customer,N,No,10.0
949.0,Jarid,Grebner,Male,18.0,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,3.0
951.0,Meryl,Dumbar,Male,44.0,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0
952.0,Marina,Andresen,Female,34.0,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0
954.0,Alain,Immins,Male,76.0,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7.0
955.0,Teresina,Gibbie,Female,78.0,1989-10-01,Research Nurse,Health,Mass Customer,N,Yes,9.0
956.0,Ezechiel,Pettecrew,Male,19.0,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9.0
957.0,Jamima,Gannan,Female,80.0,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0
958.0,Kristofor,Saulter,Male,15.0,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18.0
960.0,Lannie,Crumley,Male,1.0,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,Yes,12.0
961.0,Rosamund,Shelton,Female,73.0,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,No,6.0
964.0,Rhetta,Grellier,Female,35.0,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,No,6.0
965.0,Meggie,Whitchurch,Female,86.0,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0
966.0,Krystyna,Linning,Female,70.0,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0
967.0,April,Causon,Female,44.0,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1.0
968.0,Wayne,Woodfin,Male,96.0,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,16.0
969.0,Jo,Mallinar,Female,20.0,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,18.0
970.0,Kellyann,Hawton,Female,2.0,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0
971.0,Sarge,Lerohan,Male,11.0,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,No,22.0
972.0,Dena,Crewdson,Female,81.0,1981-07-23,Project Manager,Retail,Mass Customer,N,Yes,10.0
973.0,Annabella,Hebron,Female,46.0,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15.0
976.0,Andonis,Slimmon,Male,10.0,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,10.0
979.0,Kayla,Falkingham,Female,42.0,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0
980.0,Max,Gronaver,Female,19.0,1978-01-23,Registered Nurse,Health,Mass Customer,N,No,8.0
982.0,Tibold,Bonwell,Male,14.0,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6.0
984.0,Luciano,Weddup,Male,89.0,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,16.0
985.0,Aryn,O'Halloran,Female,29.0,1970-09-30,Help Desk Operator,Retail,High Net Worth,N,No,15.0
986.0,Barnard,Stranks,Male,3.0,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8.0
987.0,Lars,Keher,Male,89.0,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11.0
988.0,Andree,Simonato,Female,35.0,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0
989.0,Caralie,Morfett,Female,43.0,1982-05-24,Project Manager,Financial Services,Mass Customer,N,No,17.0
990.0,Melissa,Purple,Female,56.0,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14.0
991.0,Lenna,Coales,Female,11.0,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,10.0
993.0,Reine,Semken,Female,71.0,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,17.0
994.0,Rhetta,Kupker,Female,62.0,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,5.0
995.0,Urbano,Mews,Male,16.0,1965-11-12,Information Systems Manager,Health,Mass Customer,N,Yes,19.0
997.0,Ambros,Kernes,Male,30.0,1981-07-03,Teacher,Telecommunications,Mass Customer,N,Yes,13.0
998.0,Petunia,Dufton,Female,66.0,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5.0
1000.0,Paulie,Castelot,Female,44.0,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0
1001.0,Finley,Vost,Male,63.0,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14.0
1003.0,Mariann,O'Geaney,Female,35.0,1968-02-03,Paralegal,Financial Services,High Net Worth,N,No,18.0
1004.0,Colas,Pumfrett,Male,35.0,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,No,22.0
1005.0,Kalila,Birtwistle,Female,94.0,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0
1006.0,Norbert,Gotcher,Male,15.0,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19.0
1009.0,Nolie,Orring,Female,16.0,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,Yes,13.0
1010.0,Leighton,Ebbles,Male,24.0,1963-01-26,Nurse,Financial Services,Affluent Customer,N,No,17.0
1011.0,Cymbre,Janos,Female,42.0,1985-07-19,Occupational Therapist,Health,High Net Worth,N,Yes,10.0
1013.0,Corissa,Zienkiewicz,Female,53.0,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,N,No,17.0
1014.0,Miller,Faloon,Male,60.0,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,8.0
1015.0,Toiboid,Sorrel,Male,7.0,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17.0
1016.0,Adrian,Prettyjohns,Male,49.49738219895288,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17.0
1017.0,Jacquenette,Pluthero,Female,88.0,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0
1018.0,Matthiew,Ferreras,Male,1.0,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7.0
1019.0,Ignazio,Milby,Male,42.0,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0
1021.0,Elvis,Rixon,Male,16.0,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7.0
1022.0,Suzann,Wilks,Female,56.0,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14.0
1024.0,Rhodia,D'Onise,Female,17.0,1992-06-05,Social Worker,Health,High Net Worth,N,Yes,2.0
1025.0,Ario,Jeromson,Male,69.0,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,5.0
1027.0,Rolando,Sherewood,Male,33.0,1966-10-07,Statistician I,Financial Services,Affluent Customer,N,No,18.0
1030.0,Nariko,Dummigan,Female,9.0,1962-05-05,Food Chemist,Health,Mass Customer,N,No,5.0
1031.0,Roi,Ogden,Male,75.0,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,No,6.0
1035.0,Kara-lynn,Doddridge,Female,77.0,1976-11-02,Operator,Retail,Affluent Customer,N,Yes,5.0
1036.0,Randene,Ingle,Female,6.0,1969-11-28,Paralegal,Financial Services,Mass Customer,N,Yes,12.0
1037.0,Sissie,Rielly,Female,95.0,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10.0
1040.0,Jacenta,Wedlock,Female,78.0,1975-03-04,Food Chemist,Health,High Net Worth,N,No,9.0
1042.0,Isacco,Woodwind,Male,49.49738219895288,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11.0
1043.0,Giorgi,Hurford,Male,34.0,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,Yes,16.0
1047.0,Standford,Tanswill,Male,39.0,1978-09-03,VP Accounting,Financial Services,Affluent Customer,N,No,11.0
1049.0,Fraser,Gaenor,Male,35.0,1996-03-02,Software Consultant,Property,Mass Customer,N,No,2.0
1050.0,Marjie,Ghion,Female,7.0,1973-07-29,Software Consultant,Telecommunications,Mass Customer,N,Yes,15.0
1051.0,Xylia,Lange,Female,34.0,1977-09-29,Help Desk Technician,Property,High Net Worth,N,Yes,14.0
1052.0,Dela,Flannigan,Female,31.0,1986-02-02,Junior Executive,Financial Services,High Net Worth,N,No,3.0
1054.0,Natal,Matiewe,Male,27.0,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13.0
1055.0,Danell,Rose,Female,30.0,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,N,No,12.0
1056.0,Kendricks,Markel,Male,96.0,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6.0
1057.0,Laryssa,Durdle,Female,73.0,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,5.0
1058.0,Gretel,Gionettitti,Female,37.0,1987-10-24,Research Assistant IV,Retail,Affluent Customer,N,Yes,4.0
1059.0,Chantal,Plante,Female,68.0,1968-02-16,Account Representative III,Entertainment,High Net Worth,N,Yes,6.0
1060.0,Vanda,Boadby,Female,88.0,1961-11-23,Associate Professor,Argiculture,Affluent Customer,N,Yes,13.0
1061.0,Anderson,,Male,34.0,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,N,No,19.0
1063.0,Terrence,Geck,Male,22.0,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,13.0
1064.0,Thornie,Andrusov,Male,3.0,1977-06-13,Librarian,Entertainment,Affluent Customer,N,Yes,8.0
1065.0,Chilton,Ghirigori,Male,8.0,1962-06-27,Quality Engineer,Financial Services,Mass Customer,N,Yes,8.0
1066.0,Hailey,Ricciardi,Male,45.0,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,12.0
1067.0,Berri,Cotillard,Female,13.0,1965-05-17,Engineer IV,Financial Services,Mass Customer,N,Yes,13.0
1069.0,Reese,Titterington,Male,85.0,1976-04-15,Web Designer I,Telecommunications,Mass Customer,N,No,15.0
1072.0,Curt,Petrello,Male,60.0,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
1075.0,Cullin,Elcoate,Male,26.0,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0
1076.0,Siegfried,Trattles,Male,33.0,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2.0
1078.0,Abe,Pilley,Male,69.0,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,N,No,20.0
1079.0,Dennie,L' Anglois,Male,70.0,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18.0
1080.0,Monah,Talbot,Female,70.0,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,2.0
1081.0,Marga,Cradduck,Female,25.0,1985-10-21,Social Worker,Health,Mass Customer,N,No,16.0
1084.0,Serena,Jagson,Female,54.0,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0
1085.0,Lucho,Strafen,Male,4.0,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,8.0
1086.0,Ezechiel,Parnall,Male,84.0,1989-06-21,Statistician IV,Property,Mass Customer,N,Yes,4.0
1087.0,Lian,Madrell,Female,39.0,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0
1089.0,Korney,Hess,Female,90.0,1988-09-17,Product Engineer,Property,Affluent Customer,N,No,12.0
1090.0,Lorettalorna,,Female,15.0,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17.0
1092.0,Katlin,Creddon,Female,56.0,1935-08-22,VP Quality Control,Retail,Mass Customer,N,No,5.0
1094.0,Shaughn,Salters,Male,48.0,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,19.0
1095.0,Emelda,Gerler,Female,2.0,1958-08-29,Project Manager,Health,Mass Customer,N,No,6.0
1096.0,Jakie,Mungham,Male,33.0,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,14.0
1097.0,Gwenora,Grabbam,Female,71.0,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,18.0
1098.0,Maure,Crow,Female,99.0,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0
1099.0,Jarrett,Maffia,Male,12.0,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11.0
1100.0,Cord,Braundt,Male,59.0,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,No,15.0
1102.0,Stephana,Puzey,Female,16.0,1976-08-17,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15.0
1103.0,Glynnis,Sailor,Female,76.0,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0
1104.0,Jewelle,Pincott,Female,82.0,1959-12-31,Programmer III,Retail,Mass Customer,N,No,8.0
1106.0,Sibyl,Bigmore,Female,2.0,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,15.0
1107.0,Maridel,Whitby,Female,70.0,1974-07-17,Social Worker,Health,High Net Worth,N,No,18.0
1108.0,Ginnie,Farriar,Female,86.0,1962-03-06,Dental Hygienist,Health,Mass Customer,N,No,17.0
1109.0,Nestor,Billingsley,Male,21.0,1989-09-01,Web Developer II,Entertainment,High Net Worth,N,No,6.0
1110.0,Lazar,Cherryman,Male,73.0,1991-03-17,Information Systems Manager,Retail,High Net Worth,N,No,12.0
1113.0,Dorie,Willock,Male,45.0,1992-06-24,Recruiter,Property,Mass Customer,N,No,6.0
1114.0,Evonne,Southan,Female,96.0,1976-06-03,Structural Engineer,Retail,Mass Customer,N,No,14.0
1116.0,Tori,Coche,Female,59.0,1974-06-26,Assistant Manager,Health,Mass Customer,N,Yes,16.0
1118.0,Colline,Coulman,Female,95.0,1975-12-19,Sales Representative,Retail,Mass Customer,N,Yes,9.0
1120.0,Jacquelyn,Rowlinson,Female,87.0,1980-08-31,Web Developer IV,Retail,Affluent Customer,N,No,12.0
1121.0,Dione,Raithby,Female,30.0,1984-01-21,Registered Nurse,Health,Mass Customer,N,Yes,3.0
1124.0,Eben,Threader,Male,36.0,1965-02-03,Health Coach III,Health,Affluent Customer,N,Yes,9.0
1125.0,Raff,Everley,Male,25.0,1990-01-19,Software Test Engineer III,IT,Affluent Customer,N,No,9.0
1127.0,Elly,Ormshaw,Female,30.0,1991-02-27,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8.0
1128.0,Kirsten,Longman,Female,47.0,1992-04-12,Financial Advisor,Financial Services,Mass Customer,N,Yes,8.0
1129.0,Hercule,,Male,2.0,1977-06-29,VP Marketing,Entertainment,Mass Customer,N,Yes,9.0
1132.0,Coriss,Darkott,Female,99.0,1985-08-01,Actuary,Financial Services,Affluent Customer,N,Yes,9.0
1134.0,Sullivan,Scullion,Male,22.0,1994-09-30,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3.0
1135.0,Mireielle,Avrasin,Female,60.0,1980-05-03,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11.0
1136.0,Ivan,Blackhall,Male,72.0,1977-08-31,Executive Secretary,Property,High Net Worth,N,No,7.0
1138.0,Elli,Loxdale,Female,77.0,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0
1139.0,Shellysheldon,Wickey,Male,52.0,1982-09-15,Editor,Manufacturing,Mass Customer,N,Yes,16.0
1142.0,Michal,Paiton,Male,95.0,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2.0
1143.0,Goraud,Boissieux,Male,64.0,1955-03-06,Office Assistant IV,Health,Mass Customer,N,Yes,6.0
1144.0,Damon,Phelip,Male,73.0,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,5.0
1146.0,Hadleigh,Birley,Male,88.0,1992-08-31,Assistant Professor,Financial Services,High Net Worth,N,No,8.0
1147.0,Tate,Studholme,Male,71.0,1968-07-09,Health Coach II,Entertainment,High Net Worth,N,Yes,9.0
1148.0,Inigo,Ojeda,Male,60.0,1987-09-28,Statistician IV,Financial Services,High Net Worth,N,No,5.0
1150.0,Bernelle,Warwick,Female,64.0,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13.0
1151.0,Brena,Amburgy,Female,27.0,1965-04-06,VP Product Management,Argiculture,High Net Worth,N,Yes,19.0
1152.0,Humfrid,Ducket,Male,47.0,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3.0
1153.0,Mirilla,Lothlorien,Female,53.0,1995-01-17,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0
1154.0,Chase,Youd,Male,26.0,1974-11-24,Research Nurse,Health,Mass Customer,N,Yes,20.0
1155.0,Janetta,Hartrick,Female,73.0,1994-01-15,VP Marketing,Property,Mass Customer,N,Yes,9.0
1156.0,Breena,Risebrow,Female,22.0,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1.0
1157.0,Saunder,Camerati,Male,69.0,1974-04-03,Research Nurse,Health,Affluent Customer,N,Yes,17.0
1159.0,Elbert,Bridgement,Male,94.0,1993-01-28,Librarian,Entertainment,Mass Customer,N,No,1.0
1160.0,Trisha,Nisuis,Female,98.0,1965-04-08,Speech Pathologist,IT,Affluent Customer,N,No,10.0
1161.0,Sibylle,Cutsforth,Female,86.0,1977-01-14,Senior Quality Engineer,Retail,Mass Customer,N,No,15.0
1163.0,Manolo,Dwire,Male,77.0,1981-11-13,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
1164.0,Gilligan,Mowat,Female,97.0,1977-01-09,Food Chemist,Health,Mass Customer,N,Yes,17.0
1165.0,Fanni,Wakelin,Female,58.0,1993-06-23,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2.0
1166.0,Fannie,Devil,Female,40.0,1972-12-05,Quality Control Specialist,Health,Affluent Customer,N,No,8.0
1167.0,Elberta,Crickett,Female,20.0,1996-06-03,Software Test Engineer III,Health,Mass Customer,N,No,4.0
1168.0,Iosep,Shaddick,Male,44.0,1965-02-16,Pharmacist,Health,Affluent Customer,N,No,18.0
1169.0,Kessiah,Corden,Female,33.0,1967-08-09,Actuary,Financial Services,Mass Customer,N,Yes,13.0
1170.0,Lari,Rotte,Female,62.0,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,4.0
1173.0,Gertie,Chaim,Female,58.0,1978-03-02,Statistician IV,Retail,High Net Worth,N,No,16.0
1177.0,Bobbette,Pozzi,Female,47.0,1953-08-31,Food Chemist,Health,Affluent Customer,N,Yes,6.0
1178.0,Angelo,Byne,Male,1.0,1970-05-26,Pharmacist,Health,Mass Customer,N,No,13.0
1179.0,Kerry,Pashenkov,Male,56.0,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,Yes,13.0
1180.0,Gaye,Quickenden,Female,48.0,1975-08-17,Account Representative I,Financial Services,Affluent Customer,N,No,10.0
1181.0,Brita,Plant,Female,2.0,1978-06-06,Tax Accountant,Argiculture,Mass Customer,N,No,8.0
1182.0,Carolann,Ottiwill,Female,84.0,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0
1184.0,Auberta,Teodori,Female,89.0,1968-10-07,Social Worker,Health,Mass Customer,N,No,13.0
1186.0,Brantley,Cecchi,Male,70.0,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20.0
1189.0,Mart,Bazoche,Male,22.0,1988-08-29,Geologist I,Health,High Net Worth,N,Yes,8.0
1190.0,Sib,Gilby,Female,67.0,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10.0
1192.0,Hollyanne,McCarter,Female,31.0,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,16.0
1193.0,Quintus,Whear,Male,58.0,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,5.0
1194.0,Audry,Scurrey,Female,69.0,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,No,3.0
1195.0,Ally,Folliott,Female,49.49738219895288,1978-03-22,VP Marketing,Telecommunications,Mass Customer,N,No,18.0
1196.0,Phillie,Bradforth,Female,23.0,1998-03-19,Research Nurse,Health,Mass Customer,N,No,2.0
1197.0,Isobel,Lampett,Female,44.0,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,5.0
1198.0,Alina,Rickson,Female,73.0,1973-09-30,Sales Representative,Retail,High Net Worth,N,No,7.0
1199.0,Ludovico,Bertot,Male,7.0,1958-06-14,VP Accounting,Financial Services,Affluent Customer,N,Yes,5.0
1200.0,Hedda,Lathom,Female,38.0,1974-04-30,Librarian,Entertainment,High Net Worth,N,No,18.0
1202.0,Rollie,,Male,90.0,1992-02-26,Sales Representative,Retail,Mass Customer,N,Yes,8.0
1203.0,Claresta,Carnier,Female,38.0,1988-05-06,Technical Writer,Health,Affluent Customer,N,No,22.0
1204.0,Trudy,Huffy,Female,12.0,1971-03-24,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16.0
1205.0,Barton,Baudts,Male,38.0,1978-06-05,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13.0
1206.0,Lucina,Metcalf,Female,13.0,1978-05-07,Paralegal,Financial Services,Mass Customer,N,No,13.0
1207.0,Mabel,Marousek,Female,30.0,1997-09-25,Engineer IV,Health,Mass Customer,N,No,1.0
1208.0,Lira,Durn,Female,23.0,1983-12-26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15.0
1209.0,Jacky,Jerosch,Male,40.0,1977-09-06,Senior Developer,Property,High Net Worth,N,Yes,11.0
1211.0,Gunar,Petasch,Male,45.0,1978-07-23,VP Sales,Financial Services,Affluent Customer,N,Yes,14.0
1212.0,Cindy,Freeborn,Female,28.0,1968-10-24,Legal Assistant,Property,Affluent Customer,N,No,13.0
1214.0,Martino,Shalcros,Male,49.49738219895288,1989-05-01,Internal Auditor,Property,High Net Worth,N,No,15.0
1215.0,Dyann,Turbard,Female,79.0,1967-02-26,VP Quality Control,Manufacturing,Mass Customer,N,No,11.0
1216.0,Frank,Vallerine,Female,15.0,1959-06-25,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10.0
1217.0,Dulcinea,Janssen,Female,67.0,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0
1221.0,Byrom,Draisey,Male,75.0,1995-09-25,VP Product Management,Health,High Net Worth,N,Yes,14.0
1222.0,Barbey,Ville,Female,83.0,1970-11-01,Account Executive,Property,Mass Customer,N,No,19.0
1223.0,Kristyn,,Female,19.0,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0
1224.0,Aundrea,Reisenberg,Female,9.0,1977-04-04,Junior Executive,Manufacturing,Mass Customer,N,No,16.0
1225.0,Arte,Witchell,Male,5.0,1988-01-22,Clinical Specialist,Health,Mass Customer,N,Yes,10.0
1226.0,Constantia,Sirr,Female,32.0,1981-03-16,Director of Sales,Health,Mass Customer,N,Yes,13.0
1227.0,Carlina,Pencot,Female,63.0,1989-09-30,Software Engineer I,IT,Affluent Customer,N,Yes,12.0
1228.0,Marti,Bisterfeld,Female,43.0,1962-04-27,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6.0
1229.0,Sebastian,Trass,Male,38.0,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0
1231.0,Aloisia,Shawel,Female,94.0,1973-07-28,Social Worker,Health,Affluent Customer,N,No,18.0
1232.0,Stillmann,Wilfling,Male,83.0,1959-09-12,Help Desk Operator,Property,Affluent Customer,N,No,20.0
1235.0,Sharon,Cranage,Female,24.0,1969-02-28,Dental Hygienist,Health,Mass Customer,N,No,9.0
1236.0,Bryanty,Megarrell,Male,75.0,1974-05-21,Web Designer IV,Financial Services,High Net Worth,N,Yes,18.0
1237.0,Junia,Humerstone,Female,6.0,1969-12-31,Research Nurse,Health,High Net Worth,N,No,16.0
1240.0,Pen,Earey,Female,64.0,1965-05-13,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0
1241.0,Lolly,Junkison,Female,23.0,1986-03-22,Pharmacist,Health,Affluent Customer,N,Yes,11.0
1242.0,Bartholomeo,Meeke,Male,36.0,1973-02-04,Human Resources Assistant III,Property,High Net Worth,N,Yes,18.0
1243.0,Robbert,Blakey,Male,73.0,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0
1245.0,Erin,Shawell,Male,34.0,1994-05-31,Product Engineer,Manufacturing,Affluent Customer,N,No,1.0
1247.0,Hildagarde,Eyrl,Female,15.0,1960-10-05,Geologist I,Entertainment,Affluent Customer,N,No,11.0
1250.0,Jacklyn,Kewley,Female,42.0,2001-11-02,Help Desk Technician,Manufacturing,Mass Customer,N,No,1.0
1251.0,Codie,Arnecke,Male,63.0,1997-10-01,Desktop Support Technician,Property,Mass Customer,N,No,2.0
1252.0,Les,Ellwood,Male,46.0,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0
1253.0,Mahalia,,Female,81.0,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,No,5.0
1254.0,Quillan,McDuffie,Male,60.0,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0
1256.0,Granny,Lukes,Male,8.0,1986-05-11,Food Chemist,Health,High Net Worth,N,No,9.0
1257.0,Prentiss,MacVicar,Male,40.0,1972-06-19,Assistant Professor,Property,Affluent Customer,N,Yes,9.0
1258.0,Nefen,Ferriere,Male,89.0,1978-04-21,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0
1259.0,Emmi,Dymock,Female,23.0,1973-11-24,Assistant Professor,Financial Services,Mass Customer,N,No,9.0
1260.0,Fremont,Spawton,Male,92.0,1989-10-01,Tax Accountant,Property,Mass Customer,N,No,9.0
1261.0,Candice,Lohde,Female,61.0,1971-02-16,Legal Assistant,Manufacturing,Mass Customer,N,No,4.0
1263.0,Elliot,Posselow,Male,41.0,1973-06-16,Nurse,Manufacturing,Affluent Customer,N,No,8.0
1265.0,Kipper,Monck,Male,72.0,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,2.0
